====================================================================================================
RELATORIO SIGTAP - COMPETENCIA 06/2025
Valores extraidos do site SIGTAP para validacao
====================================================================================================

Total de procedimentos no SIGTAP para 06/2025: 125

==================================================================================================================================
TABELA COMPLETA DE PROCEDIMENTOS SIGTAP
==================================================================================================================================
Codigo       Nome                                               SA         SH         TA         SP         TH Complexidade          
                                                           Srv.Amb   Srv.Hosp    Tot.Amb   Srv.Prof   Tot.Hosp
----------------------------------------------------------------------------------------------------------------------------------
0211020036   ELETROCARDIOGRAMA                        224 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0205020178   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0205020127   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0205020070   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0205020062   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0205020038   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0204050138   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0204030170   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0204030080   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202120090   TESTE INDIRETO DE ANTIGLOBULINA HUMANA   220 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202120082   PESQUISA DE FATOR RH (INCLUI D FRACO)    220 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202120023   DETERMINACAO DIRETA E REVERSA DE GRUPO  1079 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202090230   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202090140   SEM DADOS SIGTAP                         430 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202090086   DOSAGEM DE CREATININA NO LIQUIDO AMNIO     1 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202080196   PESQUISA DE ESTREPTOCOCOS BETA-HEMOLIT     2 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202080153   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202080080   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202070026   DOSAGEM DE ACIDO HIPURICO                  1 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202060217   DOSAGEM DE GONADOTROFINA CORIONICA HUM   241 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202050114   DOSAGEM DE PROTEINAS (URINA DE 24 HORA   217 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202050041   CLEARANCE DE UREIA                         2 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202050025   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202050017   ANALISE DE CARACTERES FISICOS, ELEMENT   485 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202040127   SEM DADOS SIGTAP                         430 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202040046   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202031209   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202031179   TESTE NÃO TREPONEMICO P/ DETECÇÃO DE S   713 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202031110   TESTE NÃO TREPONEMICO P/ DETECÇÃO DE S   407 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202031101   SEM DADOS SIGTAP                         430 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202031071   QUANTIFICAÇÃO DE RNA DO HIV-1              1 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202030989   PESQUISA DE ANTIGENO E DO VIRUS DA HEP     1 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202030970   PESQUISA DE ANTIGENO DE SUPERFICIE DO    719 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202030890   PESQUISA DE ANTICORPOS IGM CONTRA ANTI   216 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202030806   PESQUISA DE ANTICORPOS IGG CONTRA O VI     2 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202030679   PESQUISA DE ANTICORPOS CONTRA O VIRUS    730 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202030644   PESQUISA DE ANTICORPOS CONTRA ANTIGENO     1 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202030636   PESQUISA DE ANTICORPOS CONTRA ANTIGENO   221 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202030474   PESQUISA DE ANTICORPOS ANTIESTREPTOLIS     1 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202030300   PESQUISA DE ANTICORPOS ANTI-HIV-1 + HI   355 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202030229   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202030202   DOSAGEM DE PROTEINA C REATIVA            487 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202030059   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202030040   DETECÇÃO DE ÁCIDOS NUCLEICOS DO HIV-1      4 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202020541   TESTE DIRETO DE ANTIGLOBULINA HUMANA (   218 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202020487   PROVA DE CONSUMO DE PROTROMBINA          431 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202020479   PROVA DE COMPATIBILIDADE PRE-TRANSFUSI     1 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202020380   HEMOGRAMA COMPLETO                      2845 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202020304   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202020290   DOSAGEM DE FIBRINOGENIO                    3 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202020150   DETERMINAÇÃO DE VELOCIDADE DE HEMOSSED   229 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202020142   DETERMINAÇÃO DE TEMPO E ATIVIDADE DA P   228 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202020134   DETERMINAÇÃO DE TEMPO DE TROMBOPLASTIN   229 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202020100   DETERMINAÇÃO DE TEMPO DE SANGRAMENTO D   431 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202020096   DETERMINAÇÃO DE TEMPO DE SANGRAMENTO -   433 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202020070   DETERMINAÇÃO DE TEMPO DE COAGULAÇÃO      217 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202020029   CONTAGEM DE PLAQUETAS                   2377 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202020010   SEM DADOS SIGTAP                         430 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010759   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010732   SEM DADOS SIGTAP                         430 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010694   DOSAGEM DE UREIA                        1856 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010678   DOSAGEM DE TRIGLICERIDEOS                223 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010651   DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRU  1833 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010643   DOSAGEM DE TRANSAMINASE GLUTAMICO-OXAL  1833 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010635   DOSAGEM DE SODIO                         481 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010627   DOSAGEM DE PROTEINAS TOTAIS E FRACOES    218 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010619   SEM DADOS SIGTAP                         431 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010600   DOSAGEM DE POTASSIO                      481 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010570   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010562   DOSAGEM DE MAGNESIO                      659 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010554   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010538   SEM DADOS SIGTAP                         430 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010503   DOSAGEM DE HEMOGLOBINA GLICOSILADA       217 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010473   DOSAGEM DE GLICOSE                       437 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010465   DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (   224 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010430   DOSAGEM DE FOSFORO                       646 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010422   DOSAGEM DE FOSFATASE ALCALINA            436 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010414   SEM DADOS SIGTAP                         430 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010392   DOSAGEM DE FERRO SERICO                    1 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010376   DOSAGEM DE DESIDROGENASE LATICA (ISOEN   216 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010368   DOSAGEM DE DESIDROGENASE LATICA         1597 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010350   SEM DADOS SIGTAP                         430 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010341   DOSAGEM DE DESIDROGENASE ALFA-HIDROXIB   646 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010333   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010325   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010317   DOSAGEM DE CREATININA                   1870 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010295   DOSAGEM DE COLESTEROL TOTAL              222 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010287   DOSAGEM DE COLESTEROL LDL                  1 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010279   DOSAGEM DE COLESTEROL HDL                217 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010260   DOSAGEM DE CLORETO                       224 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010228   SEM DADOS SIGTAP                         430 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010210   DOSAGEM DE CALCIO                        649 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010201   DOSAGEM DE BILIRRUBINA TOTAL E FRACOES  1771 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010180   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010120   DOSAGEM DE ACIDO URICO                  1579 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010112   SEM DADOS SIGTAP                         215 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010040   DETERMINACAO DE CURVA GLICEMICA (2 DOS   431 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
0202010031   SEM DADOS SIGTAP                         430 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$    0.00 R$        0.00
----------------------------------------------------------------------------------------------------
                                                                       TOTAL GERAL R$  2349112.17

  ATENCAO: 142 procedimentos sem valor no SIGTAP:
    - 0802010245
    - 0802010237
    - 0802010121
    - 0702040118
    - 0603070019
    - 0603060013
    - 0603040012
    - 0603030025
    - 0411010077
    - 0411010018
    - 0409070157
    - 0409060232
    - 0409060186
    - 0409060127
    - 0407020039
    - 0407010190
    - 0403010233
    - 0303160063
    - 0303160055
    - 0303160039
    - 0303160020
    - 0303140135
    - 0303110112
    - 0303110090
    - 0303110058
    - 0303110031
    - 0303110015
    - 0303070110
    - 0303070102
    - 0303060107
    - 0303040157
    - 0303010126
    - 0303010037
    - 0302050027
    - 0301060010
    - 0301040141
    - 0301010170
    - 0301010048
    - 0214010139
    - 0214010120
    - 0214010112
    - 0214010015
    - 0212010026
    - 0211040061
    - 0211020036
    - 0205020178
    - 0205020127
    - 0205020070
    - 0205020062
    - 0205020038
    - 0204050138
    - 0204030170
    - 0204030080
    - 0202120090
    - 0202120082
    - 0202120023
    - 0202090230
    - 0202090140
    - 0202090086
    - 0202080196
    - 0202080153
    - 0202080080
    - 0202070026
    - 0202060217
    - 0202050114
    - 0202050041
    - 0202050025
    - 0202050017
    - 0202040127
    - 0202040046
    - 0202031209
    - 0202031179
    - 0202031110
    - 0202031101
    - 0202031071
    - 0202030989
    - 0202030970
    - 0202030890
    - 0202030806
    - 0202030679
    - 0202030644
    - 0202030636
    - 0202030474
    - 0202030300
    - 0202030229
    - 0202030202
    - 0202030059
    - 0202030040
    - 0202020541
    - 0202020487
    - 0202020479
    - 0202020380
    - 0202020304
    - 0202020290
    - 0202020150
    - 0202020142
    - 0202020134
    - 0202020100
    - 0202020096
    - 0202020070
    - 0202020029
    - 0202020010
    - 0202010759
    - 0202010732
    - 0202010694
    - 0202010678
    - 0202010651
    - 0202010643
    - 0202010635
    - 0202010627
    - 0202010619
    - 0202010600
    - 0202010570
    - 0202010562
    - 0202010554
    - 0202010538
    - 0202010503
    - 0202010473
    - 0202010465
    - 0202010430
    - 0202010422
    - 0202010414
    - 0202010392
    - 0202010376
    - 0202010368
    - 0202010350
    - 0202010341
    - 0202010333
    - 0202010325
    - 0202010317
    - 0202010295
    - 0202010287
    - 0202010279
    - 0202010260
    - 0202010228
    - 0202010210
    - 0202010201
    - 0202010180
    - 0202010120
    - 0202010112
    - 0202010040
    - 0202010031

====================================================================================================
TOP 20 PROCEDIMENTOS POR VALOR TOTAL
====================================================================================================

  # Codigo       Nome                                  Qtd     SH Unit    SP Unit    TH Unit      SH Total     SP Total       TH Total
----------------------------------------------------------------------------------------------------------------------------------
  1 0411010026   PARTO CESARIANO EM GESTACAO DE ALTO   439  R$  660.79 R$  230.15 R$  890.94  R$ 290086.81 R$ 101035.85 R$   391122.66
  2 0310010047   PARTO NORMAL EM GESTACAO DE ALTO RI   273  R$  374.41 R$  242.78 R$  617.19  R$ 102213.93 R$  66278.94 R$   168492.87
  3 0411010042   PARTO CESARIANO C/ LAQUEADURA TUBAR   300  R$  395.68 R$  150.05 R$  545.73  R$ 118704.00 R$  45015.00 R$   163719.00
  4 0802010083   DIARIA DE UNIDADE DE TERAPIA INTENS   256  R$  510.00 R$   90.00 R$  600.00  R$ 130560.00 R$  23040.00 R$   153600.00
  5 0411010034   PARTO CESARIANO                       281  R$  395.68 R$  150.05 R$  545.73  R$ 111186.08 R$  42164.05 R$   153350.13
  6 0407040161   LAPAROTOMIA EXPLORADORA               217  R$  497.20 R$  139.99 R$  637.19  R$ 107892.40 R$  30377.83 R$   138270.23
  7 0310010039   PARTO NORMAL                          281  R$  267.60 R$  175.80 R$  443.40  R$  75195.60 R$  49399.80 R$   124595.40
  8 0409060216   OOFORECTOMIA / OOFOROPLASTIA          216  R$  358.00 R$  151.86 R$  509.86  R$  77328.00 R$  32801.76 R$   110129.76
  9 0310010055   PARTO NORMAL EM CENTRO DE PARTO NOR   233  R$  267.60 R$  175.80 R$  443.40  R$  62350.80 R$  40961.40 R$   103312.20
 10 0411020048   TRATAMENTO CIRURGICO DE GRAVIDEZ EC   223  R$  330.48 R$  128.70 R$  459.18  R$  73697.04 R$  28700.10 R$   102397.14
 11 0802010199   DIÁRIA DE PERMANÊNCIA A MAIOR        4740  R$   16.19 R$    3.87 R$   20.06  R$  76740.60 R$  18343.80 R$    95084.40
 12 0303030038   TRATAMENTO DE DIABETES MELLITUS       219  R$  310.79 R$   50.01 R$  360.80  R$  68063.01 R$  10952.19 R$    79015.20
 13 0417010036   ANESTESIA OBSTETRICA P/CESARIANA EM   468  R$    0.00 R$   96.60 R$   96.60  R$      0.00 R$  45208.80 R$    45208.80
 14 0303150033   TRATAMENTO DE DOENCAS INFLAMATORIAS   216  R$  171.65 R$   27.16 R$  198.81  R$  37076.40 R$   5866.56 R$    42942.96
 15 0411020013   CURETAGEM POS-ABORTAMENTO / PUERPER   236  R$  109.21 R$   70.41 R$  179.62  R$  25773.56 R$  16616.76 R$    42390.32
 16 0310010020   ATENDIMENTO AO RECEM-NASCIDO NO MOM   719  R$    0.00 R$   55.20 R$   55.20  R$      0.00 R$  39688.80 R$    39688.80
 17 0409060011   CERCLAGEM DE COLO DO UTERO            216  R$   97.31 R$   80.70 R$  178.01  R$  21018.96 R$  17431.20 R$    38450.16
 18 0303100010   TRATAMENTO DE COMPLICACOES RELACION   235  R$  131.89 R$   22.41 R$  154.30  R$  30994.15 R$   5266.35 R$    36260.50
 19 0303100044   TRATAMENTO DE INTERCORRENCIAS CLINI   304  R$   85.25 R$   23.99 R$  109.24  R$  25916.00 R$   7292.96 R$    33208.96
 20 0409060070   ESVAZIAMENTO DE UTERO POS-ABORTO PO   223  R$   66.32 R$   76.52 R$  142.84  R$  14789.36 R$  17063.96 R$    31853.32

====================================================================================================
RESUMO FINANCEIRO - 06/2025
====================================================================================================

  Pacientes (prontuarios unicos): 892
  Total registros (incl. multiplas): 931
  Procedimentos distintos:             198
  Total de procedimentos realizados:   84567

  Servico Ambulatorial (SA) total:     R$          60.71
  Servico Hospitalar (SH) total:       R$   1,674,154.49
  Total Ambulatorial (TA) total:       R$     136,677.63
  Servico Profissional (SP) total:     R$     674,957.68
  Total Hospitalar (TH = SH+SP) total: R$   2,349,112.17

====================================================================================================
FIM DO RELATORIO
====================================================================================================
